call_id,date,week_start,hour,agent_id,agent_name,channel,duration_minutes,wait_time_minutes,resolved,customer_satisfaction
13289,2025-05-06,2025-05-05,8,104,David Brown,Chat,21.51,7.68,True,5
13290,2025-05-06,2025-05-05,8,104,David Brown,Phone,23.6,0.67,False,1
13291,2025-05-06,2025-05-05,18,105,Emma Davis,Chat,11.82,0.61,False,1
13292,2025-05-06,2025-05-05,9,106,Frank Miller,Email,26.67,10.26,False,3
13293,2025-05-06,2025-05-05,9,103,Carol White,WhatsApp,13.57,5.89,True,4
13294,2025-05-06,2025-05-05,17,104,David Brown,Phone,15.1,5.32,True,3
13295,2025-05-06,2025-05-05,18,101,Alice Johnson,Phone,17.08,2.84,True,5
13296,2025-05-06,2025-05-05,19,101,Alice Johnson,WhatsApp,14.54,0.51,True,2
13297,2025-05-06,2025-05-05,9,101,Alice Johnson,Chat,22.91,4.52,True,5
13298,2025-05-06,2025-05-05,10,101,Alice Johnson,Phone,8.81,0.81,True,4
13299,2025-05-06,2025-05-05,10,102,Bob Smith,Phone,21.15,2.23,True,2
13300,2025-05-06,2025-05-05,11,101,Alice Johnson,Chat,14.28,0.15,True,1
13301,2025-05-06,2025-05-05,18,105,Emma Davis,Phone,23.13,1.67,True,4
13302,2025-05-06,2025-05-05,11,104,David Brown,Chat,18.98,2.41,True,4
13303,2025-05-06,2025-05-05,19,101,Alice Johnson,Phone,19.19,0.83,False,2
13304,2025-05-06,2025-05-05,8,102,Bob Smith,Email,6.57,1.35,True,4
13305,2025-05-06,2025-05-05,18,104,David Brown,WhatsApp,8.0,0.23,False,2
13306,2025-05-06,2025-05-05,10,101,Alice Johnson,Phone,17.84,0.25,True,2
13307,2025-05-06,2025-05-05,11,104,David Brown,WhatsApp,12.87,5.99,False,2
13308,2025-05-06,2025-05-05,14,102,Bob Smith,Email,14.6,0.94,True,5
13309,2025-05-06,2025-05-05,16,101,Alice Johnson,WhatsApp,7.75,3.17,False,1
13310,2025-05-06,2025-05-05,9,102,Bob Smith,Chat,16.47,4.23,True,5
13311,2025-05-06,2025-05-05,19,105,Emma Davis,Email,17.05,5.21,True,2
13312,2025-05-06,2025-05-05,15,105,Emma Davis,Email,20.71,1.06,False,2
13313,2025-05-06,2025-05-05,19,104,David Brown,Phone,15.54,0.32,False,2
13314,2025-05-06,2025-05-05,13,104,David Brown,Email,16.67,2.2,True,5
13315,2025-05-06,2025-05-05,15,103,Carol White,WhatsApp,8.42,2.46,True,1
13316,2025-05-06,2025-05-05,13,101,Alice Johnson,WhatsApp,18.48,1.03,False,1
13317,2025-05-06,2025-05-05,10,105,Emma Davis,Phone,20.43,8.57,True,5
13318,2025-05-06,2025-05-05,14,101,Alice Johnson,Chat,18.66,2.72,True,2
13319,2025-05-06,2025-05-05,9,102,Bob Smith,Email,20.34,0.31,True,2
13320,2025-05-06,2025-05-05,17,104,David Brown,Chat,15.13,4.08,True,4
13321,2025-05-06,2025-05-05,10,105,Emma Davis,Email,5.31,3.81,True,4
13322,2025-05-06,2025-05-05,10,106,Frank Miller,Chat,10.79,1.59,True,1
13323,2025-05-06,2025-05-05,9,104,David Brown,Email,12.33,8.69,True,4
13324,2025-05-06,2025-05-05,18,102,Bob Smith,Email,4.52,0.48,True,3
13325,2025-05-06,2025-05-05,16,106,Frank Miller,Phone,13.9,6.19,True,5
13326,2025-05-06,2025-05-05,16,105,Emma Davis,Phone,17.31,1.22,True,4
13327,2025-05-06,2025-05-05,8,106,Frank Miller,Phone,9.76,4.78,True,1
13328,2025-05-06,2025-05-05,14,106,Frank Miller,Chat,13.41,1.52,False,1
13329,2025-05-06,2025-05-05,12,102,Bob Smith,Phone,12.32,0.51,True,2
13330,2025-05-06,2025-05-05,19,102,Bob Smith,Chat,10.34,7.53,True,2
13331,2025-05-06,2025-05-05,19,104,David Brown,Phone,21.37,1.01,False,3
13332,2025-05-06,2025-05-05,14,104,David Brown,Email,14.02,3.14,True,1
13333,2025-05-06,2025-05-05,8,105,Emma Davis,Phone,18.78,0.85,True,2
13334,2025-05-06,2025-05-05,18,106,Frank Miller,Chat,18.64,4.52,True,5
13335,2025-05-06,2025-05-05,11,102,Bob Smith,Chat,8.7,1.36,True,4
13336,2025-05-06,2025-05-05,18,102,Bob Smith,Email,15.48,1.82,True,3
13337,2025-05-06,2025-05-05,17,106,Frank Miller,Phone,7.93,5.05,True,2
13338,2025-05-06,2025-05-05,18,101,Alice Johnson,Phone,16.02,3.03,True,5
13339,2025-05-06,2025-05-05,17,105,Emma Davis,Phone,17.54,2.42,True,5
13340,2025-05-06,2025-05-05,15,101,Alice Johnson,Chat,15.34,2.42,True,4
13341,2025-05-06,2025-05-05,17,106,Frank Miller,Phone,13.55,0.64,True,2
13342,2025-05-06,2025-05-05,14,101,Alice Johnson,WhatsApp,24.25,1.33,True,4
13343,2025-05-06,2025-05-05,8,106,Frank Miller,Phone,18.25,9.89,True,2
13344,2025-05-06,2025-05-05,19,105,Emma Davis,Email,5.68,0.73,True,1
13345,2025-05-06,2025-05-05,12,105,Emma Davis,WhatsApp,16.65,0.33,True,2
13346,2025-05-06,2025-05-05,13,103,Carol White,Email,14.62,2.97,True,2
13347,2025-05-06,2025-05-05,13,101,Alice Johnson,Phone,18.82,0.71,True,1
13348,2025-05-06,2025-05-05,8,102,Bob Smith,Email,14.08,5.03,True,2
13349,2025-05-06,2025-05-05,12,101,Alice Johnson,Phone,14.9,6.54,True,1
13350,2025-05-06,2025-05-05,16,103,Carol White,Phone,17.21,5.22,True,5
13351,2025-05-06,2025-05-05,17,104,David Brown,WhatsApp,24.88,0.88,True,3
13352,2025-05-06,2025-05-05,14,103,Carol White,Phone,15.34,0.31,True,3
13353,2025-05-06,2025-05-05,15,106,Frank Miller,Email,8.02,2.55,True,2
13354,2025-05-06,2025-05-05,11,104,David Brown,Phone,15.51,20.0,True,5
13355,2025-05-06,2025-05-05,14,106,Frank Miller,WhatsApp,21.11,8.89,True,1
13356,2025-05-06,2025-05-05,13,101,Alice Johnson,Chat,26.58,0.15,False,2
13357,2025-05-06,2025-05-05,19,101,Alice Johnson,WhatsApp,10.45,1.08,True,3
13358,2025-05-06,2025-05-05,17,102,Bob Smith,Chat,18.61,3.42,True,2
13359,2025-05-06,2025-05-05,11,102,Bob Smith,WhatsApp,6.61,0.97,True,4
13360,2025-05-06,2025-05-05,13,104,David Brown,Email,19.7,13.59,True,4
13361,2025-05-06,2025-05-05,13,101,Alice Johnson,Phone,13.07,5.47,False,3
13362,2025-05-06,2025-05-05,15,103,Carol White,Phone,22.06,0.2,True,4
13363,2025-05-06,2025-05-05,14,104,David Brown,Phone,19.42,3.43,True,4
13364,2025-05-06,2025-05-05,8,102,Bob Smith,Email,14.39,8.16,True,4
13365,2025-05-06,2025-05-05,13,104,David Brown,Phone,15.57,0.88,True,1
13366,2025-05-06,2025-05-05,16,101,Alice Johnson,Phone,24.0,3.12,True,1
13367,2025-05-06,2025-05-05,12,106,Frank Miller,Phone,10.83,2.24,True,1
13368,2025-05-06,2025-05-05,18,103,Carol White,Chat,23.13,1.44,True,3
13369,2025-05-07,2025-05-05,8,106,Frank Miller,Phone,18.72,2.64,False,3
13370,2025-05-07,2025-05-05,13,104,David Brown,Email,16.96,0.95,True,3
13371,2025-05-07,2025-05-05,14,105,Emma Davis,Chat,11.72,2.42,True,4
13372,2025-05-07,2025-05-05,11,103,Carol White,Phone,20.06,1.65,False,1
13373,2025-05-07,2025-05-05,11,102,Bob Smith,Email,13.18,0.62,True,3
13374,2025-05-07,2025-05-05,13,103,Carol White,Chat,15.24,0.81,True,3
13375,2025-05-07,2025-05-05,17,105,Emma Davis,Phone,11.97,2.44,True,1
13376,2025-05-07,2025-05-05,17,102,Bob Smith,Email,15.3,2.91,False,2
13377,2025-05-07,2025-05-05,10,102,Bob Smith,Chat,25.34,4.93,True,4
13378,2025-05-07,2025-05-05,12,103,Carol White,Chat,10.12,2.49,True,1
13379,2025-05-07,2025-05-05,13,106,Frank Miller,WhatsApp,17.68,12.06,False,2
13380,2025-05-07,2025-05-05,12,102,Bob Smith,Chat,19.19,1.15,False,3
13381,2025-05-07,2025-05-05,17,102,Bob Smith,Phone,5.07,4.43,True,3
13382,2025-05-07,2025-05-05,17,102,Bob Smith,Phone,11.05,2.65,False,3
13383,2025-05-07,2025-05-05,18,102,Bob Smith,Email,21.89,0.61,True,3
13384,2025-05-07,2025-05-05,18,102,Bob Smith,WhatsApp,13.39,0.39,True,3
13385,2025-05-07,2025-05-05,9,106,Frank Miller,Chat,18.95,2.25,True,4
13386,2025-05-07,2025-05-05,18,104,David Brown,Email,5.73,2.51,True,5
13387,2025-05-07,2025-05-05,13,105,Emma Davis,Chat,15.23,7.98,True,5
13388,2025-05-07,2025-05-05,16,101,Alice Johnson,Chat,17.41,7.3,True,2
13389,2025-05-07,2025-05-05,11,106,Frank Miller,Chat,25.52,3.42,True,3
13390,2025-05-07,2025-05-05,19,101,Alice Johnson,Email,20.59,4.01,True,1
13391,2025-05-07,2025-05-05,10,102,Bob Smith,Phone,8.01,0.61,True,2
13392,2025-05-07,2025-05-05,16,106,Frank Miller,Phone,17.75,0.4,True,3
13393,2025-05-07,2025-05-05,10,101,Alice Johnson,Chat,16.7,1.07,True,5
13394,2025-05-07,2025-05-05,9,101,Alice Johnson,Phone,20.76,3.12,False,3
13395,2025-05-07,2025-05-05,13,103,Carol White,Email,13.3,5.81,True,1
13396,2025-05-07,2025-05-05,12,103,Carol White,WhatsApp,17.76,2.15,True,1
13397,2025-05-07,2025-05-05,17,106,Frank Miller,Email,15.13,1.53,True,3
13398,2025-05-07,2025-05-05,11,102,Bob Smith,Email,13.62,0.42,True,5
13399,2025-05-07,2025-05-05,8,106,Frank Miller,Email,12.71,0.2,False,3
13400,2025-05-07,2025-05-05,10,104,David Brown,Chat,12.32,0.07,True,2
13401,2025-05-07,2025-05-05,9,101,Alice Johnson,Phone,14.37,7.44,True,4
13402,2025-05-07,2025-05-05,11,104,David Brown,Chat,19.31,7.89,True,5
13403,2025-05-07,2025-05-05,18,106,Frank Miller,Phone,8.31,7.16,True,2
13404,2025-05-07,2025-05-05,9,104,David Brown,Chat,17.29,0.65,False,1
13405,2025-05-07,2025-05-05,11,105,Emma Davis,Email,12.74,0.64,True,3
13406,2025-05-07,2025-05-05,17,101,Alice Johnson,WhatsApp,10.48,1.99,True,2
13407,2025-05-07,2025-05-05,18,106,Frank Miller,Phone,5.05,6.89,True,2
13408,2025-05-07,2025-05-05,10,105,Emma Davis,Chat,17.07,4.45,True,2
13409,2025-05-07,2025-05-05,11,103,Carol White,Phone,11.88,4.88,True,1
13410,2025-05-07,2025-05-05,14,106,Frank Miller,Email,15.92,2.05,True,4
13411,2025-05-07,2025-05-05,16,105,Emma Davis,Email,14.0,1.91,False,3
13412,2025-05-07,2025-05-05,9,105,Emma Davis,Phone,9.89,0.13,False,1
13413,2025-05-07,2025-05-05,10,102,Bob Smith,Phone,12.35,1.09,True,1
13414,2025-05-07,2025-05-05,8,106,Frank Miller,Phone,14.78,5.89,True,1
13415,2025-05-07,2025-05-05,8,102,Bob Smith,Phone,5.37,0.77,True,5
13416,2025-05-07,2025-05-05,17,106,Frank Miller,Phone,5.61,0.37,False,2
13417,2025-05-07,2025-05-05,10,103,Carol White,WhatsApp,16.24,0.51,True,2
13418,2025-05-07,2025-05-05,17,106,Frank Miller,Email,18.73,4.42,True,2
13419,2025-05-07,2025-05-05,12,103,Carol White,Phone,12.7,2.6,False,1
13420,2025-05-07,2025-05-05,15,104,David Brown,WhatsApp,5.06,12.72,True,1
13421,2025-05-07,2025-05-05,18,106,Frank Miller,Phone,16.09,3.45,True,1
13422,2025-05-07,2025-05-05,13,106,Frank Miller,Email,5.13,4.53,True,5
13423,2025-05-07,2025-05-05,19,104,David Brown,Chat,17.36,0.09,False,2
13424,2025-05-07,2025-05-05,12,101,Alice Johnson,Email,15.73,5.56,True,3
13425,2025-05-07,2025-05-05,19,105,Emma Davis,Phone,8.0,5.75,True,5
13426,2025-05-07,2025-05-05,12,102,Bob Smith,Chat,16.2,2.01,True,2
13427,2025-05-07,2025-05-05,19,105,Emma Davis,Email,19.06,0.38,True,2
13428,2025-05-07,2025-05-05,14,104,David Brown,Phone,11.8,5.78,True,1
13429,2025-05-07,2025-05-05,8,104,David Brown,Email,8.09,2.2,False,1
13430,2025-05-07,2025-05-05,8,102,Bob Smith,Email,10.42,0.17,True,5
13431,2025-05-07,2025-05-05,16,105,Emma Davis,Phone,13.13,0.02,True,3
13432,2025-05-07,2025-05-05,8,106,Frank Miller,Chat,14.08,5.54,True,5
13433,2025-05-07,2025-05-05,18,103,Carol White,Email,12.7,0.36,True,2
13434,2025-05-07,2025-05-05,8,103,Carol White,WhatsApp,14.34,17.19,True,2
13435,2025-05-07,2025-05-05,12,101,Alice Johnson,Chat,17.48,1.92,True,4
13436,2025-05-07,2025-05-05,16,105,Emma Davis,Email,10.21,1.44,True,1
13437,2025-05-07,2025-05-05,10,103,Carol White,WhatsApp,15.04,0.18,False,2
13438,2025-05-07,2025-05-05,18,106,Frank Miller,WhatsApp,11.62,7.97,True,2
13439,2025-05-07,2025-05-05,11,101,Alice Johnson,Phone,14.51,1.49,True,2
13440,2025-05-07,2025-05-05,10,106,Frank Miller,Phone,9.73,5.16,True,3
13441,2025-05-07,2025-05-05,17,105,Emma Davis,Email,7.27,0.66,True,2
13442,2025-05-07,2025-05-05,9,102,Bob Smith,Email,14.05,0.06,True,1
13443,2025-05-07,2025-05-05,8,106,Frank Miller,WhatsApp,16.95,0.06,True,1
13444,2025-05-07,2025-05-05,13,104,David Brown,Chat,17.25,1.64,True,1
13445,2025-05-07,2025-05-05,11,103,Carol White,Phone,12.28,0.87,True,5
13446,2025-05-07,2025-05-05,11,104,David Brown,Phone,13.54,1.17,True,2
13447,2025-05-07,2025-05-05,12,105,Emma Davis,Chat,16.33,0.63,True,1
13448,2025-05-07,2025-05-05,13,102,Bob Smith,Email,26.01,9.71,True,1
13449,2025-05-07,2025-05-05,17,102,Bob Smith,Phone,23.7,5.04,True,2
13450,2025-05-07,2025-05-05,12,101,Alice Johnson,Chat,13.18,2.63,True,2
13451,2025-05-07,2025-05-05,19,103,Carol White,Phone,21.15,1.94,True,3
13452,2025-05-07,2025-05-05,12,103,Carol White,Phone,9.63,13.71,True,2
13453,2025-05-07,2025-05-05,19,101,Alice Johnson,Phone,1.0,0.56,True,1
13454,2025-05-07,2025-05-05,14,104,David Brown,Phone,25.48,5.24,True,5
13455,2025-05-07,2025-05-05,10,105,Emma Davis,Email,8.04,14.99,True,4
13456,2025-05-07,2025-05-05,15,101,Alice Johnson,Phone,5.99,0.27,True,4
13457,2025-05-07,2025-05-05,18,103,Carol White,Phone,17.54,0.37,True,5
13458,2025-05-07,2025-05-05,14,103,Carol White,Phone,11.97,2.34,True,1
13459,2025-05-07,2025-05-05,12,103,Carol White,Email,8.5,6.58,True,4
13460,2025-05-07,2025-05-05,19,103,Carol White,WhatsApp,11.94,3.39,True,3
13461,2025-05-07,2025-05-05,9,104,David Brown,Phone,10.41,6.37,True,1
13462,2025-05-07,2025-05-05,18,106,Frank Miller,Phone,21.52,1.2,True,1
13463,2025-05-07,2025-05-05,12,106,Frank Miller,Email,9.45,2.71,False,1
13464,2025-05-07,2025-05-05,19,106,Frank Miller,Chat,9.43,0.39,True,1
13465,2025-05-07,2025-05-05,12,106,Frank Miller,Chat,11.03,1.24,True,5
13466,2025-05-07,2025-05-05,19,103,Carol White,Phone,12.53,1.93,True,2
13467,2025-05-07,2025-05-05,18,105,Emma Davis,Phone,23.23,9.92,False,1
13468,2025-05-07,2025-05-05,12,102,Bob Smith,WhatsApp,9.55,2.43,True,2
13469,2025-05-07,2025-05-05,15,104,David Brown,Email,12.58,1.47,False,3
13470,2025-05-07,2025-05-05,14,103,Carol White,WhatsApp,14.61,1.5,True,4
13471,2025-05-07,2025-05-05,12,106,Frank Miller,Phone,16.8,4.82,True,3
13472,2025-05-07,2025-05-05,9,104,David Brown,Phone,12.93,0.61,True,5
13473,2025-05-07,2025-05-05,12,104,David Brown,WhatsApp,4.14,3.86,True,1
13474,2025-05-07,2025-05-05,8,102,Bob Smith,Phone,14.28,7.71,True,3
13475,2025-05-07,2025-05-05,10,106,Frank Miller,Email,16.23,4.25,True,3
13476,2025-05-07,2025-05-05,17,104,David Brown,Chat,18.92,3.18,True,4
13477,2025-05-07,2025-05-05,19,104,David Brown,Phone,17.56,2.06,True,3
13478,2025-05-07,2025-05-05,17,106,Frank Miller,Phone,15.68,2.48,False,2
13479,2025-05-07,2025-05-05,8,105,Emma Davis,Phone,13.87,1.51,True,4
13480,2025-05-07,2025-05-05,10,101,Alice Johnson,Email,3.83,0.64,False,1
13481,2025-05-07,2025-05-05,10,102,Bob Smith,Phone,17.18,2.19,True,5
13482,2025-05-07,2025-05-05,17,102,Bob Smith,Email,23.78,0.65,False,1
13483,2025-05-07,2025-05-05,10,101,Alice Johnson,Chat,11.57,2.67,True,1
13484,2025-05-07,2025-05-05,17,102,Bob Smith,Phone,17.06,2.19,True,2
13485,2025-05-07,2025-05-05,14,105,Emma Davis,Phone,10.61,3.04,True,5
13486,2025-05-07,2025-05-05,12,102,Bob Smith,Phone,7.91,0.42,True,1
13487,2025-05-07,2025-05-05,13,104,David Brown,Email,16.44,13.29,True,3
13488,2025-05-07,2025-05-05,14,106,Frank Miller,WhatsApp,11.78,0.75,True,2
13489,2025-05-07,2025-05-05,18,103,Carol White,Phone,9.62,1.74,True,5
13490,2025-05-07,2025-05-05,11,104,David Brown,Phone,17.13,15.31,True,4
13491,2025-05-07,2025-05-05,12,106,Frank Miller,Phone,20.14,2.82,True,1
13492,2025-05-07,2025-05-05,18,106,Frank Miller,Email,10.61,2.09,True,4
13493,2025-05-07,2025-05-05,14,105,Emma Davis,Chat,9.51,2.33,True,4
13494,2025-05-07,2025-05-05,9,101,Alice Johnson,Email,11.41,0.99,True,4
13495,2025-05-07,2025-05-05,10,106,Frank Miller,Email,10.84,1.18,False,1
13496,2025-05-07,2025-05-05,9,105,Emma Davis,Phone,15.17,4.22,True,2
13497,2025-05-07,2025-05-05,12,103,Carol White,Email,10.26,8.12,True,4
13498,2025-05-07,2025-05-05,9,102,Bob Smith,Chat,19.03,1.17,True,4
13499,2025-05-07,2025-05-05,17,104,David Brown,Chat,16.84,0.67,False,3
13500,2025-05-07,2025-05-05,13,103,Carol White,Phone,21.63,0.53,True,3
13501,2025-05-07,2025-05-05,17,104,David Brown,Email,17.45,4.23,False,3
13502,2025-05-07,2025-05-05,9,104,David Brown,Chat,18.52,1.51,True,4
13503,2025-05-07,2025-05-05,9,104,David Brown,Email,21.24,9.76,False,3
13504,2025-05-07,2025-05-05,8,106,Frank Miller,Chat,11.42,0.14,True,3
13505,2025-05-07,2025-05-05,12,104,David Brown,Email,13.76,0.93,True,1
13506,2025-05-07,2025-05-05,13,103,Carol White,Phone,9.41,8.35,True,5
13507,2025-05-07,2025-05-05,18,105,Emma Davis,Email,20.39,1.41,True,1
13508,2025-05-07,2025-05-05,16,103,Carol White,Chat,16.79,0.34,True,5
13509,2025-05-07,2025-05-05,8,101,Alice Johnson,Phone,23.21,3.97,True,3
13510,2025-05-07,2025-05-05,17,106,Frank Miller,Phone,15.85,3.45,True,3
13511,2025-05-07,2025-05-05,13,104,David Brown,WhatsApp,20.09,1.86,False,2
13512,2025-05-07,2025-05-05,10,106,Frank Miller,Phone,12.41,2.79,False,2
13513,2025-05-07,2025-05-05,18,102,Bob Smith,Email,10.23,4.79,True,1
13514,2025-05-07,2025-05-05,10,105,Emma Davis,Phone,20.83,1.13,True,3
13515,2025-05-07,2025-05-05,9,104,David Brown,Email,21.01,1.04,True,4
13516,2025-05-07,2025-05-05,13,103,Carol White,Chat,21.2,0.12,False,1
13517,2025-05-07,2025-05-05,15,103,Carol White,Phone,10.55,6.94,True,5
13518,2025-05-07,2025-05-05,13,104,David Brown,Chat,11.5,8.37,True,4
13519,2025-05-07,2025-05-05,17,106,Frank Miller,Phone,7.84,1.1,True,2
13520,2025-05-07,2025-05-05,17,102,Bob Smith,WhatsApp,15.17,1.36,True,3
13521,2025-05-07,2025-05-05,13,101,Alice Johnson,Email,17.5,0.26,True,5
13522,2025-05-07,2025-05-05,18,106,Frank Miller,Chat,9.33,0.21,True,4
13523,2025-05-07,2025-05-05,15,106,Frank Miller,Chat,13.72,3.53,False,3
13524,2025-05-07,2025-05-05,18,105,Emma Davis,Phone,14.87,0.52,False,1
13525,2025-05-07,2025-05-05,9,104,David Brown,Phone,15.62,2.45,True,4
13526,2025-05-07,2025-05-05,14,106,Frank Miller,Phone,22.32,2.09,True,4
13527,2025-05-07,2025-05-05,15,102,Bob Smith,Chat,21.95,3.48,True,1
13528,2025-05-07,2025-05-05,13,101,Alice Johnson,Phone,15.4,0.88,False,2
13529,2025-05-07,2025-05-05,13,105,Emma Davis,Chat,7.86,0.14,True,2
13530,2025-05-07,2025-05-05,10,104,David Brown,Phone,16.1,0.8,True,3
13531,2025-05-07,2025-05-05,15,101,Alice Johnson,Phone,17.8,6.08,False,3
13532,2025-05-08,2025-05-05,11,101,Alice Johnson,Chat,23.64,7.24,True,4
13533,2025-05-08,2025-05-05,11,105,Emma Davis,Email,16.43,5.24,True,2
13534,2025-05-08,2025-05-05,12,103,Carol White,Chat,19.51,2.76,True,2
13535,2025-05-08,2025-05-05,15,101,Alice Johnson,Phone,19.73,2.88,True,1
13536,2025-05-08,2025-05-05,10,103,Carol White,Phone,16.97,2.55,False,3
13537,2025-05-08,2025-05-05,14,105,Emma Davis,Phone,13.23,8.63,False,2
13538,2025-05-08,2025-05-05,15,102,Bob Smith,Phone,8.71,0.01,True,5
13539,2025-05-08,2025-05-05,12,106,Frank Miller,Email,14.57,1.04,True,1
13540,2025-05-08,2025-05-05,16,102,Bob Smith,Email,13.43,15.51,False,3
13541,2025-05-08,2025-05-05,19,104,David Brown,Phone,13.42,1.15,True,1
13542,2025-05-08,2025-05-05,10,102,Bob Smith,Phone,17.92,0.58,True,5
13543,2025-05-08,2025-05-05,9,103,Carol White,WhatsApp,10.15,6.28,True,3
13544,2025-05-08,2025-05-05,14,106,Frank Miller,Email,15.25,1.95,False,3
13545,2025-05-08,2025-05-05,15,102,Bob Smith,Chat,14.25,3.17,True,1
13546,2025-05-08,2025-05-05,19,106,Frank Miller,Phone,7.41,7.6,True,3
13547,2025-05-08,2025-05-05,8,101,Alice Johnson,Email,14.47,1.32,False,2
13548,2025-05-08,2025-05-05,19,103,Carol White,Chat,16.64,2.6,False,2
13549,2025-05-08,2025-05-05,13,103,Carol White,Phone,9.86,2.87,True,4
13550,2025-05-08,2025-05-05,11,106,Frank Miller,WhatsApp,10.7,1.24,True,4
13551,2025-05-08,2025-05-05,19,104,David Brown,Email,12.14,7.6,True,3
13552,2025-05-08,2025-05-05,8,101,Alice Johnson,Phone,8.65,9.11,True,5
13553,2025-05-08,2025-05-05,11,102,Bob Smith,Phone,10.79,3.23,True,3
13554,2025-05-08,2025-05-05,19,104,David Brown,Phone,9.79,1.62,True,5
13555,2025-05-08,2025-05-05,16,106,Frank Miller,Phone,16.23,6.03,False,2
13556,2025-05-08,2025-05-05,13,104,David Brown,Chat,8.02,0.27,True,3
13557,2025-05-08,2025-05-05,14,101,Alice Johnson,WhatsApp,19.24,0.73,True,4
13558,2025-05-08,2025-05-05,19,103,Carol White,Email,7.36,2.27,True,4
13559,2025-05-08,2025-05-05,18,102,Bob Smith,WhatsApp,10.43,2.32,True,2
13560,2025-05-08,2025-05-05,16,106,Frank Miller,Phone,11.14,7.57,True,4
13561,2025-05-08,2025-05-05,8,102,Bob Smith,Chat,17.65,0.28,False,2
13562,2025-05-08,2025-05-05,8,103,Carol White,Phone,13.13,3.5,True,5
13563,2025-05-08,2025-05-05,16,106,Frank Miller,Phone,10.63,4.26,True,3
13564,2025-05-08,2025-05-05,19,102,Bob Smith,Email,15.93,3.95,True,4
13565,2025-05-08,2025-05-05,14,105,Emma Davis,Chat,8.11,0.42,False,3
13566,2025-05-08,2025-05-05,14,106,Frank Miller,Chat,15.35,3.28,True,1
13567,2025-05-08,2025-05-05,18,102,Bob Smith,Phone,22.5,2.05,True,4
13568,2025-05-08,2025-05-05,19,102,Bob Smith,Phone,12.55,0.3,False,1
13569,2025-05-08,2025-05-05,8,103,Carol White,Email,19.18,1.74,True,2
13570,2025-05-08,2025-05-05,16,105,Emma Davis,WhatsApp,15.4,1.51,True,1
13571,2025-05-08,2025-05-05,13,102,Bob Smith,Email,9.58,2.64,True,3
13572,2025-05-08,2025-05-05,8,101,Alice Johnson,Phone,21.3,1.03,True,3
13573,2025-05-08,2025-05-05,8,105,Emma Davis,Phone,21.87,5.41,True,3
13574,2025-05-08,2025-05-05,16,103,Carol White,Chat,18.21,4.67,False,2
13575,2025-05-08,2025-05-05,19,106,Frank Miller,Phone,13.04,3.52,False,2
13576,2025-05-08,2025-05-05,9,101,Alice Johnson,Phone,16.08,4.03,True,1
13577,2025-05-08,2025-05-05,14,101,Alice Johnson,WhatsApp,22.79,0.32,True,4
13578,2025-05-08,2025-05-05,10,104,David Brown,Chat,15.04,2.93,True,4
13579,2025-05-08,2025-05-05,10,106,Frank Miller,WhatsApp,17.15,3.45,True,2
13580,2025-05-08,2025-05-05,8,101,Alice Johnson,Phone,8.08,1.3,True,3
13581,2025-05-08,2025-05-05,18,105,Emma Davis,WhatsApp,18.85,2.55,True,1
13582,2025-05-08,2025-05-05,16,106,Frank Miller,Phone,11.31,0.8,True,3
13583,2025-05-08,2025-05-05,13,103,Carol White,Email,18.39,0.2,True,4
13584,2025-05-08,2025-05-05,13,103,Carol White,Email,17.73,2.02,False,2
13585,2025-05-08,2025-05-05,16,101,Alice Johnson,Phone,18.05,2.71,True,4
13586,2025-05-08,2025-05-05,9,104,David Brown,Phone,18.78,1.05,True,4
13587,2025-05-08,2025-05-05,14,103,Carol White,Phone,16.49,0.47,False,3
13588,2025-05-08,2025-05-05,9,105,Emma Davis,WhatsApp,17.83,1.52,True,3
13589,2025-05-08,2025-05-05,12,105,Emma Davis,Email,14.55,6.98,False,1
13590,2025-05-08,2025-05-05,9,106,Frank Miller,Phone,18.88,0.68,False,1
13591,2025-05-08,2025-05-05,16,101,Alice Johnson,Phone,6.95,0.63,True,5
13592,2025-05-08,2025-05-05,15,101,Alice Johnson,WhatsApp,16.53,6.2,True,2
13593,2025-05-08,2025-05-05,12,105,Emma Davis,Chat,10.89,1.58,True,4
13594,2025-05-08,2025-05-05,11,102,Bob Smith,Email,15.6,0.71,True,5
13595,2025-05-08,2025-05-05,13,101,Alice Johnson,Phone,4.77,0.05,False,1
13596,2025-05-08,2025-05-05,8,101,Alice Johnson,Phone,4.21,2.57,False,2
13597,2025-05-08,2025-05-05,18,104,David Brown,Phone,12.99,5.28,True,2
13598,2025-05-08,2025-05-05,14,105,Emma Davis,Phone,12.25,5.33,True,3
13599,2025-05-08,2025-05-05,11,103,Carol White,Chat,13.41,1.76,True,1
13600,2025-05-08,2025-05-05,15,105,Emma Davis,Phone,20.02,7.57,True,4
13601,2025-05-08,2025-05-05,19,101,Alice Johnson,Phone,16.16,1.37,True,3
13602,2025-05-08,2025-05-05,10,101,Alice Johnson,Phone,6.29,0.6,True,5
13603,2025-05-08,2025-05-05,9,104,David Brown,Email,14.06,2.23,True,1
13604,2025-05-08,2025-05-05,11,102,Bob Smith,WhatsApp,14.6,4.01,True,2
13605,2025-05-08,2025-05-05,16,105,Emma Davis,Chat,24.72,0.86,True,1
13606,2025-05-08,2025-05-05,13,101,Alice Johnson,Phone,8.25,10.45,True,1
13607,2025-05-08,2025-05-05,14,106,Frank Miller,WhatsApp,13.54,0.75,True,2
