call_id,date,month,month_name,hour,agent_id,agent_name,channel,duration_minutes,wait_time_minutes,resolved,customer_satisfaction
1398,2025-01-14,2025-01-01,January 2025,9,105,Emma Davis,Phone,16.19,1.37,False,3
1399,2025-01-14,2025-01-01,January 2025,17,101,Alice Johnson,Email,17.24,4.87,False,3
1400,2025-01-14,2025-01-01,January 2025,8,102,Bob Smith,Email,25.67,2.11,True,3
1401,2025-01-14,2025-01-01,January 2025,10,104,David Brown,Phone,9.13,5.59,False,1
1402,2025-01-14,2025-01-01,January 2025,19,106,Frank Miller,Email,23.86,13.32,True,2
1403,2025-01-14,2025-01-01,January 2025,19,101,Alice Johnson,Phone,13.84,2.39,True,2
1404,2025-01-14,2025-01-01,January 2025,11,103,Carol White,Phone,25.33,0.1,True,5
1405,2025-01-14,2025-01-01,January 2025,10,103,Carol White,Email,25.69,4.17,True,1
1406,2025-01-14,2025-01-01,January 2025,13,103,Carol White,Email,9.18,3.59,False,1
1407,2025-01-14,2025-01-01,January 2025,18,105,Emma Davis,Email,16.04,0.81,True,5
1408,2025-01-15,2025-01-01,January 2025,17,104,David Brown,WhatsApp,20.56,5.58,True,4
1409,2025-01-15,2025-01-01,January 2025,12,104,David Brown,Phone,17.78,0.05,True,1
1410,2025-01-15,2025-01-01,January 2025,11,101,Alice Johnson,Email,14.52,1.72,True,5
1411,2025-01-15,2025-01-01,January 2025,16,106,Frank Miller,Chat,20.72,5.65,True,1
1412,2025-01-15,2025-01-01,January 2025,15,101,Alice Johnson,Phone,16.75,0.34,False,2
1413,2025-01-15,2025-01-01,January 2025,11,103,Carol White,Phone,18.5,0.97,True,4
1414,2025-01-15,2025-01-01,January 2025,16,105,Emma Davis,Chat,14.28,2.4,True,3
1415,2025-01-15,2025-01-01,January 2025,13,104,David Brown,Chat,22.9,4.23,True,5
1416,2025-01-15,2025-01-01,January 2025,15,105,Emma Davis,Email,17.92,2.9,True,2
1417,2025-01-15,2025-01-01,January 2025,8,103,Carol White,Phone,11.04,1.99,True,4
1418,2025-01-15,2025-01-01,January 2025,18,106,Frank Miller,Chat,12.02,1.65,True,4
1419,2025-01-15,2025-01-01,January 2025,11,104,David Brown,WhatsApp,10.54,0.49,True,5
1420,2025-01-15,2025-01-01,January 2025,19,102,Bob Smith,Phone,6.4,1.55,True,2
1421,2025-01-15,2025-01-01,January 2025,18,102,Bob Smith,Chat,22.98,0.17,True,1
1422,2025-01-15,2025-01-01,January 2025,9,106,Frank Miller,Email,9.38,2.48,True,3
1423,2025-01-15,2025-01-01,January 2025,14,106,Frank Miller,Email,1.98,3.77,True,2
1424,2025-01-15,2025-01-01,January 2025,16,105,Emma Davis,Chat,15.22,0.05,True,3
1425,2025-01-15,2025-01-01,January 2025,17,101,Alice Johnson,Chat,9.37,1.73,False,1
1426,2025-01-15,2025-01-01,January 2025,8,102,Bob Smith,Phone,20.31,5.7,True,3
1427,2025-01-15,2025-01-01,January 2025,18,103,Carol White,Phone,14.6,8.05,True,4
1428,2025-01-15,2025-01-01,January 2025,15,101,Alice Johnson,Phone,11.76,6.54,True,1
1429,2025-01-15,2025-01-01,January 2025,18,102,Bob Smith,Email,10.1,4.8,True,5
1430,2025-01-15,2025-01-01,January 2025,14,103,Carol White,Phone,21.98,2.48,True,2
1431,2025-01-15,2025-01-01,January 2025,17,102,Bob Smith,WhatsApp,10.72,1.38,False,2
1432,2025-01-15,2025-01-01,January 2025,10,102,Bob Smith,WhatsApp,16.14,0.62,False,2
1433,2025-01-15,2025-01-01,January 2025,9,101,Alice Johnson,Email,15.28,6.54,True,2
1434,2025-01-15,2025-01-01,January 2025,19,101,Alice Johnson,Phone,12.73,1.15,True,1
1435,2025-01-15,2025-01-01,January 2025,15,101,Alice Johnson,Chat,15.12,0.76,False,1
1436,2025-01-15,2025-01-01,January 2025,11,104,David Brown,Email,16.38,0.37,True,1
1437,2025-01-15,2025-01-01,January 2025,10,106,Frank Miller,Phone,11.34,7.98,True,4
1438,2025-01-15,2025-01-01,January 2025,10,103,Carol White,Phone,23.53,4.21,False,1
1439,2025-01-15,2025-01-01,January 2025,13,106,Frank Miller,Phone,7.53,5.86,True,2
1440,2025-01-15,2025-01-01,January 2025,19,106,Frank Miller,Phone,23.44,0.71,True,2
1441,2025-01-15,2025-01-01,January 2025,19,105,Emma Davis,Phone,13.9,0.09,False,1
1442,2025-01-15,2025-01-01,January 2025,16,106,Frank Miller,Chat,20.08,3.39,True,3
1443,2025-01-15,2025-01-01,January 2025,9,102,Bob Smith,Chat,15.0,3.78,True,5
1444,2025-01-15,2025-01-01,January 2025,13,101,Alice Johnson,Phone,22.2,1.0,False,2
1445,2025-01-15,2025-01-01,January 2025,17,105,Emma Davis,Phone,15.02,0.04,True,5
1446,2025-01-15,2025-01-01,January 2025,19,103,Carol White,Email,8.05,1.58,True,5
1447,2025-01-15,2025-01-01,January 2025,14,106,Frank Miller,Phone,2.83,4.88,True,2
1448,2025-01-15,2025-01-01,January 2025,16,106,Frank Miller,Chat,9.96,8.65,True,5
1449,2025-01-15,2025-01-01,January 2025,12,102,Bob Smith,Chat,17.98,6.08,False,3
1450,2025-01-15,2025-01-01,January 2025,19,104,David Brown,Chat,16.98,0.36,True,3
1451,2025-01-15,2025-01-01,January 2025,11,106,Frank Miller,Chat,12.44,1.99,False,3
1452,2025-01-15,2025-01-01,January 2025,10,102,Bob Smith,Chat,17.99,4.21,True,3
1453,2025-01-15,2025-01-01,January 2025,15,103,Carol White,Chat,16.97,1.81,False,3
1454,2025-01-15,2025-01-01,January 2025,11,103,Carol White,WhatsApp,5.75,7.69,True,5
1455,2025-01-15,2025-01-01,January 2025,12,101,Alice Johnson,Email,12.36,4.55,True,1
1456,2025-01-15,2025-01-01,January 2025,13,102,Bob Smith,Phone,18.55,4.57,True,1
1457,2025-01-15,2025-01-01,January 2025,18,106,Frank Miller,Phone,10.84,0.83,True,5
1458,2025-01-15,2025-01-01,January 2025,12,104,David Brown,Email,21.9,5.38,True,1
1459,2025-01-15,2025-01-01,January 2025,12,106,Frank Miller,Chat,19.38,1.47,True,2
1460,2025-01-15,2025-01-01,January 2025,11,106,Frank Miller,Phone,11.08,2.8,True,3
1461,2025-01-15,2025-01-01,January 2025,17,105,Emma Davis,Email,12.08,0.91,True,1
1462,2025-01-15,2025-01-01,January 2025,15,106,Frank Miller,Chat,7.95,1.25,False,3
1463,2025-01-15,2025-01-01,January 2025,10,104,David Brown,Phone,15.48,0.02,True,3
1464,2025-01-15,2025-01-01,January 2025,12,106,Frank Miller,Email,25.4,9.54,True,5
1465,2025-01-15,2025-01-01,January 2025,17,106,Frank Miller,Email,5.63,2.48,False,3
1466,2025-01-15,2025-01-01,January 2025,17,102,Bob Smith,Chat,10.05,1.28,True,4
1467,2025-01-15,2025-01-01,January 2025,15,104,David Brown,Email,8.71,2.52,True,2
1468,2025-01-15,2025-01-01,January 2025,18,102,Bob Smith,Chat,11.75,4.75,False,1
1469,2025-01-15,2025-01-01,January 2025,19,104,David Brown,Email,11.11,1.52,True,2
1470,2025-01-15,2025-01-01,January 2025,18,102,Bob Smith,Chat,20.07,0.63,True,1
1471,2025-01-15,2025-01-01,January 2025,12,103,Carol White,Phone,11.7,3.23,False,2
1472,2025-01-15,2025-01-01,January 2025,8,104,David Brown,WhatsApp,16.56,1.37,False,2
1473,2025-01-15,2025-01-01,January 2025,19,105,Emma Davis,Email,20.92,6.05,True,3
1474,2025-01-15,2025-01-01,January 2025,17,106,Frank Miller,Phone,23.59,0.38,True,5
1475,2025-01-15,2025-01-01,January 2025,13,102,Bob Smith,Phone,22.99,2.61,True,2
1476,2025-01-15,2025-01-01,January 2025,8,101,Alice Johnson,Chat,9.44,3.65,True,2
1477,2025-01-15,2025-01-01,January 2025,12,105,Emma Davis,Chat,22.31,0.16,True,5
1478,2025-01-15,2025-01-01,January 2025,15,103,Carol White,Chat,14.93,0.89,True,5
1479,2025-01-15,2025-01-01,January 2025,8,105,Emma Davis,Phone,10.15,14.48,False,1
1480,2025-01-15,2025-01-01,January 2025,14,103,Carol White,Phone,10.23,0.93,True,5
1481,2025-01-15,2025-01-01,January 2025,8,102,Bob Smith,Phone,9.88,0.14,True,2
1482,2025-01-15,2025-01-01,January 2025,18,106,Frank Miller,Email,8.76,1.17,True,3
1483,2025-01-15,2025-01-01,January 2025,16,102,Bob Smith,WhatsApp,28.34,2.1,True,2
1484,2025-01-15,2025-01-01,January 2025,8,106,Frank Miller,Phone,20.34,2.19,False,3
1485,2025-01-15,2025-01-01,January 2025,13,101,Alice Johnson,Phone,7.21,1.72,True,3
1486,2025-01-15,2025-01-01,January 2025,10,105,Emma Davis,Phone,17.5,13.82,True,2
1487,2025-01-15,2025-01-01,January 2025,12,104,David Brown,Email,13.36,1.48,False,2
1488,2025-01-15,2025-01-01,January 2025,15,102,Bob Smith,Phone,15.77,0.79,False,3
1489,2025-01-15,2025-01-01,January 2025,10,103,Carol White,Phone,20.3,1.41,True,2
1490,2025-01-15,2025-01-01,January 2025,14,102,Bob Smith,Chat,19.94,0.44,True,3
1491,2025-01-15,2025-01-01,January 2025,17,106,Frank Miller,WhatsApp,15.24,3.99,False,3
1492,2025-01-15,2025-01-01,January 2025,18,103,Carol White,Chat,12.84,2.2,False,2
1493,2025-01-15,2025-01-01,January 2025,9,106,Frank Miller,WhatsApp,20.08,0.05,True,2
1494,2025-01-15,2025-01-01,January 2025,12,102,Bob Smith,Phone,15.94,1.02,True,4
1495,2025-01-15,2025-01-01,January 2025,14,103,Carol White,WhatsApp,15.74,1.9,True,3
1496,2025-01-15,2025-01-01,January 2025,14,101,Alice Johnson,Phone,13.57,4.28,True,2
1497,2025-01-15,2025-01-01,January 2025,9,102,Bob Smith,Email,11.11,0.69,True,2
1498,2025-01-15,2025-01-01,January 2025,11,105,Emma Davis,Chat,17.38,5.67,True,5
1499,2025-01-15,2025-01-01,January 2025,18,106,Frank Miller,Phone,8.61,0.37,True,3
1500,2025-01-15,2025-01-01,January 2025,12,103,Carol White,Phone,12.96,0.72,True,3
1501,2025-01-15,2025-01-01,January 2025,10,103,Carol White,Phone,10.43,1.67,True,1
1502,2025-01-15,2025-01-01,January 2025,19,103,Carol White,Phone,10.22,1.44,False,2
1503,2025-01-15,2025-01-01,January 2025,18,102,Bob Smith,Phone,15.3,0.47,False,2
1504,2025-01-15,2025-01-01,January 2025,17,106,Frank Miller,WhatsApp,18.19,7.73,True,1
1505,2025-01-15,2025-01-01,January 2025,14,105,Emma Davis,Email,15.02,2.99,True,4
1506,2025-01-15,2025-01-01,January 2025,17,103,Carol White,Chat,14.95,0.57,True,5
1507,2025-01-15,2025-01-01,January 2025,10,101,Alice Johnson,WhatsApp,21.53,2.3,True,2
1508,2025-01-15,2025-01-01,January 2025,15,101,Alice Johnson,Phone,15.98,2.43,True,1
1509,2025-01-15,2025-01-01,January 2025,18,106,Frank Miller,Phone,9.13,2.26,True,5
1510,2025-01-15,2025-01-01,January 2025,16,101,Alice Johnson,Phone,13.5,2.72,True,2
1511,2025-01-15,2025-01-01,January 2025,18,104,David Brown,Email,19.45,1.26,True,4
1512,2025-01-15,2025-01-01,January 2025,14,103,Carol White,Email,14.38,0.56,False,3
1513,2025-01-15,2025-01-01,January 2025,16,103,Carol White,Email,12.51,4.88,True,4
1514,2025-01-15,2025-01-01,January 2025,16,106,Frank Miller,WhatsApp,12.5,1.34,False,3
1515,2025-01-15,2025-01-01,January 2025,8,101,Alice Johnson,Chat,21.94,0.06,True,3
1516,2025-01-15,2025-01-01,January 2025,16,106,Frank Miller,WhatsApp,19.65,8.43,False,3
1517,2025-01-15,2025-01-01,January 2025,8,102,Bob Smith,Phone,17.0,5.32,False,3
1518,2025-01-15,2025-01-01,January 2025,16,102,Bob Smith,Chat,15.46,1.47,True,4
1519,2025-01-15,2025-01-01,January 2025,15,105,Emma Davis,Phone,26.12,0.73,True,3
1520,2025-01-15,2025-01-01,January 2025,16,105,Emma Davis,Phone,13.01,9.67,True,2
1521,2025-01-15,2025-01-01,January 2025,13,101,Alice Johnson,Phone,19.93,6.39,True,5
1522,2025-01-15,2025-01-01,January 2025,19,102,Bob Smith,Phone,17.03,2.35,False,3
1523,2025-01-16,2025-01-01,January 2025,10,104,David Brown,Email,13.46,4.21,True,5
1524,2025-01-16,2025-01-01,January 2025,8,101,Alice Johnson,Chat,22.7,1.35,True,4
1525,2025-01-16,2025-01-01,January 2025,14,103,Carol White,Chat,5.24,0.93,True,4
1526,2025-01-16,2025-01-01,January 2025,14,102,Bob Smith,Phone,12.1,5.89,False,2
1527,2025-01-16,2025-01-01,January 2025,19,105,Emma Davis,Chat,19.16,1.24,False,2
1528,2025-01-16,2025-01-01,January 2025,18,102,Bob Smith,Chat,16.08,4.52,True,1
1529,2025-01-16,2025-01-01,January 2025,19,106,Frank Miller,Phone,14.26,6.03,False,1
1530,2025-01-16,2025-01-01,January 2025,8,106,Frank Miller,Phone,19.38,0.26,True,5
1531,2025-01-16,2025-01-01,January 2025,17,103,Carol White,WhatsApp,14.51,0.7,True,4
1532,2025-01-16,2025-01-01,January 2025,14,101,Alice Johnson,Phone,12.37,4.57,True,3
1533,2025-01-16,2025-01-01,January 2025,15,103,Carol White,Phone,20.1,0.26,True,3
1534,2025-01-16,2025-01-01,January 2025,18,103,Carol White,Chat,19.49,0.39,True,1
1535,2025-01-16,2025-01-01,January 2025,19,105,Emma Davis,Phone,13.77,6.49,True,5
1536,2025-01-16,2025-01-01,January 2025,17,102,Bob Smith,Phone,15.7,1.77,True,2
1537,2025-01-16,2025-01-01,January 2025,10,105,Emma Davis,Phone,19.36,0.87,True,1
1538,2025-01-16,2025-01-01,January 2025,19,105,Emma Davis,Phone,14.21,6.63,False,3
1539,2025-01-16,2025-01-01,January 2025,15,102,Bob Smith,Phone,24.13,2.72,False,2
1540,2025-01-16,2025-01-01,January 2025,15,101,Alice Johnson,Phone,7.98,0.1,True,1
1541,2025-01-16,2025-01-01,January 2025,14,102,Bob Smith,Phone,11.19,1.22,True,4
1542,2025-01-16,2025-01-01,January 2025,13,106,Frank Miller,Phone,16.01,1.45,True,4
1543,2025-01-16,2025-01-01,January 2025,10,101,Alice Johnson,Phone,12.2,5.83,False,1
1544,2025-01-16,2025-01-01,January 2025,10,103,Carol White,Phone,12.52,7.34,False,2
1545,2025-01-16,2025-01-01,January 2025,12,105,Emma Davis,WhatsApp,19.88,0.83,True,4
1546,2025-01-16,2025-01-01,January 2025,11,103,Carol White,Email,11.3,1.87,True,2
1547,2025-01-16,2025-01-01,January 2025,19,101,Alice Johnson,Phone,13.38,1.05,False,2
1548,2025-01-16,2025-01-01,January 2025,10,102,Bob Smith,Phone,16.83,7.57,True,5
1549,2025-01-16,2025-01-01,January 2025,18,103,Carol White,WhatsApp,17.68,2.64,True,3
1550,2025-01-16,2025-01-01,January 2025,14,102,Bob Smith,Phone,18.31,2.49,True,3
1551,2025-01-16,2025-01-01,January 2025,8,105,Emma Davis,WhatsApp,19.91,3.87,True,3
1552,2025-01-16,2025-01-01,January 2025,14,103,Carol White,Chat,18.08,0.55,False,1
1553,2025-01-16,2025-01-01,January 2025,8,103,Carol White,Chat,14.38,0.29,True,2
1554,2025-01-16,2025-01-01,January 2025,17,105,Emma Davis,Phone,12.42,0.67,True,4
1555,2025-01-16,2025-01-01,January 2025,10,106,Frank Miller,Chat,7.1,0.02,False,2
1556,2025-01-16,2025-01-01,January 2025,11,103,Carol White,Email,10.06,0.52,True,1
1557,2025-01-16,2025-01-01,January 2025,16,102,Bob Smith,Email,16.04,8.29,True,2
1558,2025-01-16,2025-01-01,January 2025,12,102,Bob Smith,WhatsApp,15.08,2.76,True,3
1559,2025-01-16,2025-01-01,January 2025,18,102,Bob Smith,Phone,12.6,12.4,False,1
1560,2025-01-16,2025-01-01,January 2025,11,102,Bob Smith,Phone,20.11,1.01,False,1
1561,2025-01-16,2025-01-01,January 2025,16,101,Alice Johnson,Phone,1.84,1.93,True,1
1562,2025-01-16,2025-01-01,January 2025,8,101,Alice Johnson,Phone,14.02,2.45,True,3
1563,2025-01-16,2025-01-01,January 2025,13,103,Carol White,Chat,19.45,2.53,True,5
1564,2025-01-16,2025-01-01,January 2025,13,101,Alice Johnson,WhatsApp,6.68,3.46,True,3
1565,2025-01-16,2025-01-01,January 2025,16,102,Bob Smith,Phone,17.67,1.92,True,2
1566,2025-01-16,2025-01-01,January 2025,18,101,Alice Johnson,Email,8.57,0.97,False,2
1567,2025-01-16,2025-01-01,January 2025,14,105,Emma Davis,Phone,6.98,8.93,True,4
1568,2025-01-16,2025-01-01,January 2025,9,103,Carol White,Email,12.66,3.46,False,2
1569,2025-01-16,2025-01-01,January 2025,9,101,Alice Johnson,Phone,9.15,1.81,True,1
1570,2025-01-16,2025-01-01,January 2025,14,104,David Brown,WhatsApp,16.37,3.36,True,2
1571,2025-01-16,2025-01-01,January 2025,12,102,Bob Smith,Phone,8.05,0.96,False,3
1572,2025-01-16,2025-01-01,January 2025,12,103,Carol White,Email,14.9,0.84,False,3
1573,2025-01-16,2025-01-01,January 2025,19,105,Emma Davis,Phone,15.09,2.73,False,1
1574,2025-01-16,2025-01-01,January 2025,18,103,Carol White,Email,12.93,0.68,True,3
1575,2025-01-16,2025-01-01,January 2025,15,105,Emma Davis,Email,9.37,0.71,True,3
1576,2025-01-16,2025-01-01,January 2025,15,101,Alice Johnson,Phone,14.81,0.51,True,3
1577,2025-01-16,2025-01-01,January 2025,8,103,Carol White,Chat,10.55,1.02,True,4
1578,2025-01-16,2025-01-01,January 2025,18,105,Emma Davis,Chat,9.05,1.53,True,5
1579,2025-01-16,2025-01-01,January 2025,12,101,Alice Johnson,Phone,1.57,1.94,True,2
1580,2025-01-16,2025-01-01,January 2025,18,105,Emma Davis,Phone,19.62,11.19,False,3
1581,2025-01-16,2025-01-01,January 2025,14,103,Carol White,Phone,19.77,1.56,True,4
1582,2025-01-16,2025-01-01,January 2025,11,105,Emma Davis,Phone,14.71,4.66,True,5
1583,2025-01-16,2025-01-01,January 2025,17,102,Bob Smith,Phone,11.43,6.89,True,3
1584,2025-01-16,2025-01-01,January 2025,10,102,Bob Smith,Phone,21.52,3.33,True,5
1585,2025-01-16,2025-01-01,January 2025,9,106,Frank Miller,Chat,17.17,0.95,False,2
1586,2025-01-16,2025-01-01,January 2025,11,101,Alice Johnson,Email,15.32,1.37,True,4
1587,2025-01-16,2025-01-01,January 2025,9,106,Frank Miller,Phone,18.88,3.74,True,1
1588,2025-01-16,2025-01-01,January 2025,18,106,Frank Miller,Email,17.94,4.11,True,1
1589,2025-01-16,2025-01-01,January 2025,10,101,Alice Johnson,Chat,15.17,1.93,True,1
1590,2025-01-16,2025-01-01,January 2025,15,103,Carol White,Phone,14.58,3.08,True,4
1591,2025-01-16,2025-01-01,January 2025,18,104,David Brown,WhatsApp,16.23,4.25,True,3
1592,2025-01-16,2025-01-01,January 2025,15,104,David Brown,WhatsApp,17.26,0.1,True,5
1593,2025-01-16,2025-01-01,January 2025,14,104,David Brown,Phone,31.75,5.87,True,3
1594,2025-01-16,2025-01-01,January 2025,15,106,Frank Miller,Chat,13.74,4.12,True,5
1595,2025-01-16,2025-01-01,January 2025,12,103,Carol White,WhatsApp,11.95,2.71,False,2
1596,2025-01-16,2025-01-01,January 2025,19,103,Carol White,Chat,11.98,3.66,False,1
1597,2025-01-16,2025-01-01,January 2025,8,103,Carol White,WhatsApp,27.32,0.45,False,2
1598,2025-01-16,2025-01-01,January 2025,16,102,Bob Smith,Email,17.83,2.08,True,5
1599,2025-01-16,2025-01-01,January 2025,10,103,Carol White,Phone,9.55,3.17,True,5
1600,2025-01-16,2025-01-01,January 2025,14,104,David Brown,WhatsApp,17.36,0.21,True,3
1601,2025-01-16,2025-01-01,January 2025,12,101,Alice Johnson,Chat,12.21,1.46,True,1
1602,2025-01-16,2025-01-01,January 2025,19,101,Alice Johnson,Phone,8.62,10.71,True,2
1603,2025-01-16,2025-01-01,January 2025,10,106,Frank Miller,Chat,13.59,7.04,False,2
1604,2025-01-16,2025-01-01,January 2025,18,103,Carol White,Chat,21.49,5.2,True,5
1605,2025-01-16,2025-01-01,January 2025,14,102,Bob Smith,Phone,18.03,2.27,True,4
1606,2025-01-16,2025-01-01,January 2025,10,105,Emma Davis,Email,12.69,9.35,True,5
1607,2025-01-16,2025-01-01,January 2025,19,104,David Brown,Chat,9.65,2.88,True,3
1608,2025-01-16,2025-01-01,January 2025,17,104,David Brown,Chat,5.78,0.65,True,3
1609,2025-01-16,2025-01-01,January 2025,17,101,Alice Johnson,Chat,18.02,10.69,False,3
1610,2025-01-16,2025-01-01,January 2025,13,105,Emma Davis,Email,23.28,6.86,False,1
1611,2025-01-16,2025-01-01,January 2025,17,101,Alice Johnson,Email,11.78,7.93,True,1
1612,2025-01-16,2025-01-01,January 2025,10,105,Emma Davis,Phone,14.17,0.9,True,2
1613,2025-01-16,2025-01-01,January 2025,8,106,Frank Miller,WhatsApp,5.97,1.89,True,3
1614,2025-01-16,2025-01-01,January 2025,13,101,Alice Johnson,Phone,14.9,1.74,True,1
1615,2025-01-16,2025-01-01,January 2025,11,104,David Brown,WhatsApp,10.64,3.71,False,2
1616,2025-01-16,2025-01-01,January 2025,17,106,Frank Miller,Chat,8.96,1.24,True,2
1617,2025-01-16,2025-01-01,January 2025,9,103,Carol White,Chat,16.05,8.34,True,4
1618,2025-01-16,2025-01-01,January 2025,18,105,Emma Davis,Email,13.8,0.17,True,5
1619,2025-01-16,2025-01-01,January 2025,13,106,Frank Miller,WhatsApp,18.92,4.13,True,2
1620,2025-01-16,2025-01-01,January 2025,18,101,Alice Johnson,Email,20.08,0.79,True,1
1621,2025-01-16,2025-01-01,January 2025,15,102,Bob Smith,Chat,14.7,2.47,False,2
1622,2025-01-16,2025-01-01,January 2025,15,102,Bob Smith,Phone,6.67,2.45,True,5
1623,2025-01-16,2025-01-01,January 2025,9,105,Emma Davis,Phone,5.51,3.64,True,4
1624,2025-01-16,2025-01-01,January 2025,12,105,Emma Davis,Phone,11.3,1.84,True,1
1625,2025-01-16,2025-01-01,January 2025,16,104,David Brown,Phone,21.91,1.67,True,3
1626,2025-01-16,2025-01-01,January 2025,10,101,Alice Johnson,Phone,13.43,1.74,True,4
1627,2025-01-16,2025-01-01,January 2025,18,102,Bob Smith,Phone,14.07,1.54,True,1
1628,2025-01-16,2025-01-01,January 2025,12,106,Frank Miller,Phone,8.68,1.29,True,4
1629,2025-01-16,2025-01-01,January 2025,13,101,Alice Johnson,Phone,20.45,1.26,False,1
1630,2025-01-16,2025-01-01,January 2025,15,103,Carol White,Chat,17.19,2.59,False,1
1631,2025-01-16,2025-01-01,January 2025,12,104,David Brown,WhatsApp,5.32,0.33,False,2
1632,2025-01-16,2025-01-01,January 2025,16,103,Carol White,Phone,15.55,0.67,True,5
1633,2025-01-16,2025-01-01,January 2025,16,103,Carol White,Email,10.21,0.25,True,4
1634,2025-01-16,2025-01-01,January 2025,16,103,Carol White,Chat,16.54,1.9,True,5
1635,2025-01-16,2025-01-01,January 2025,18,105,Emma Davis,Phone,12.63,0.94,True,4
1636,2025-01-16,2025-01-01,January 2025,17,101,Alice Johnson,WhatsApp,8.19,2.97,False,3
1637,2025-01-16,2025-01-01,January 2025,19,105,Emma Davis,Chat,21.65,0.78,True,5
1638,2025-01-16,2025-01-01,January 2025,11,102,Bob Smith,WhatsApp,14.38,5.72,True,5
1639,2025-01-16,2025-01-01,January 2025,14,106,Frank Miller,Phone,12.34,5.9,True,4
1640,2025-01-16,2025-01-01,January 2025,18,105,Emma Davis,Chat,13.77,1.07,True,2
1641,2025-01-16,2025-01-01,January 2025,16,101,Alice Johnson,Phone,19.03,0.79,True,2
1642,2025-01-16,2025-01-01,January 2025,19,103,Carol White,Chat,14.61,1.09,False,1
1643,2025-01-16,2025-01-01,January 2025,13,102,Bob Smith,Phone,15.48,1.79,False,2
1644,2025-01-16,2025-01-01,January 2025,12,102,Bob Smith,Phone,12.61,8.11,True,3
1645,2025-01-16,2025-01-01,January 2025,16,105,Emma Davis,Phone,18.71,2.67,False,2
1646,2025-01-16,2025-01-01,January 2025,8,102,Bob Smith,Email,13.23,3.28,True,2
1647,2025-01-16,2025-01-01,January 2025,12,103,Carol White,Chat,15.43,1.08,True,5
1648,2025-01-16,2025-01-01,January 2025,19,102,Bob Smith,Chat,16.34,12.69,True,3
1649,2025-01-17,2025-01-01,January 2025,13,104,David Brown,Phone,11.96,9.44,True,4
1650,2025-01-17,2025-01-01,January 2025,14,101,Alice Johnson,Email,24.86,0.65,True,2
1651,2025-01-17,2025-01-01,January 2025,15,103,Carol White,Phone,13.06,1.52,False,2
1652,2025-01-17,2025-01-01,January 2025,18,104,David Brown,Email,6.51,0.11,True,2
1653,2025-01-17,2025-01-01,January 2025,11,105,Emma Davis,Phone,24.3,4.3,True,1
1654,2025-01-17,2025-01-01,January 2025,14,104,David Brown,WhatsApp,18.56,0.39,True,3
1655,2025-01-17,2025-01-01,January 2025,16,106,Frank Miller,Phone,12.17,0.0,False,3
1656,2025-01-17,2025-01-01,January 2025,9,102,Bob Smith,Phone,9.27,0.8,True,5
1657,2025-01-17,2025-01-01,January 2025,15,104,David Brown,Email,13.57,2.97,True,3
1658,2025-01-17,2025-01-01,January 2025,14,106,Frank Miller,WhatsApp,9.4,1.15,True,4
1659,2025-01-17,2025-01-01,January 2025,14,105,Emma Davis,Phone,20.55,2.8,True,2
1660,2025-01-17,2025-01-01,January 2025,8,103,Carol White,Email,15.36,0.93,True,1
1661,2025-01-17,2025-01-01,January 2025,18,101,Alice Johnson,Phone,10.42,0.19,True,2
1662,2025-01-17,2025-01-01,January 2025,19,101,Alice Johnson,Phone,13.72,0.85,False,2
1663,2025-01-17,2025-01-01,January 2025,15,105,Emma Davis,WhatsApp,12.06,4.56,False,1
1664,2025-01-17,2025-01-01,January 2025,13,103,Carol White,Email,12.47,1.14,True,2
1665,2025-01-17,2025-01-01,January 2025,16,105,Emma Davis,Phone,19.1,2.39,True,1
1666,2025-01-17,2025-01-01,January 2025,14,102,Bob Smith,Phone,16.72,3.58,True,4
1667,2025-01-17,2025-01-01,January 2025,8,104,David Brown,Chat,10.07,0.42,True,1
1668,2025-01-17,2025-01-01,January 2025,9,101,Alice Johnson,Phone,14.68,0.72,False,3
1669,2025-01-17,2025-01-01,January 2025,11,105,Emma Davis,Chat,8.6,1.9,True,1
1670,2025-01-17,2025-01-01,January 2025,15,106,Frank Miller,Phone,17.22,3.08,True,2
1671,2025-01-17,2025-01-01,January 2025,8,103,Carol White,WhatsApp,9.9,18.46,False,1
1672,2025-01-17,2025-01-01,January 2025,10,103,Carol White,Phone,10.51,0.03,True,4
1673,2025-01-17,2025-01-01,January 2025,14,101,Alice Johnson,Phone,11.08,3.83,True,5
1674,2025-01-17,2025-01-01,January 2025,15,105,Emma Davis,Email,9.45,0.05,True,2
1675,2025-01-17,2025-01-01,January 2025,12,101,Alice Johnson,Email,13.07,7.92,True,5
1676,2025-01-17,2025-01-01,January 2025,15,104,David Brown,Email,14.99,0.18,True,1
1677,2025-01-17,2025-01-01,January 2025,17,106,Frank Miller,Phone,15.08,3.47,True,4
1678,2025-01-17,2025-01-01,January 2025,16,105,Emma Davis,Email,18.36,3.51,True,3
1679,2025-01-17,2025-01-01,January 2025,10,105,Emma Davis,Chat,15.12,2.92,True,2
1680,2025-01-17,2025-01-01,January 2025,16,101,Alice Johnson,Phone,13.85,0.64,True,5
1681,2025-01-17,2025-01-01,January 2025,19,103,Carol White,Phone,25.59,1.15,True,2
1682,2025-01-17,2025-01-01,January 2025,15,106,Frank Miller,WhatsApp,10.19,3.8,True,1
1683,2025-01-17,2025-01-01,January 2025,13,101,Alice Johnson,Chat,17.66,1.87,True,3
